test,trial,block,jaccard
drop20,67,4,0.6522
drop20,68,1,0.4167
drop20,68,2,0.7000
drop20,68,3,0.6316
drop20,68,4,0.9167
drop20,69,1,0.6000
drop20,69,2,0.7000
drop20,69,3,0.4800
drop20,69,4,0.4242
drop20,70,1,0.6000
drop20,70,2,0.6190
drop20,70,3,0.8571
drop20,70,4,0.6333
drop20,71,1,0.5500
drop20,71,2,0.7000
drop20,71,3,0.6316
drop20,71,4,0.5556
drop20,72,1,0.6000
drop20,72,2,0.6667
drop20,72,3,0.7368
drop20,72,4,0.6087
drop20,73,1,0.6000
drop20,73,2,0.9524
drop20,73,3,0.8947
drop20,73,4,0.5517
drop20,74,1,0.5000
drop20,74,2,0.7000
drop20,74,3,0.7619
drop20,74,4,0.5517
drop20,75,1,0.5500
drop20,75,2,0.6667
drop20,75,3,0.8182
drop20,75,4,0.6957
drop20,76,1,0.6000
drop20,76,2,0.7000
drop20,76,3,0.7143
drop20,76,4,0.6957
drop20,77,1,0.6000
drop20,77,2,0.7000
drop20,77,3,0.5217
drop20,77,4,0.6522
drop20,78,1,0.6000
drop20,78,2,0.8500
drop20,78,3,0.7895
drop20,78,4,0.5172
drop20,79,1,0.5500
drop20,79,2,0.7000
drop20,79,3,0.7619
drop20,79,4,0.5556
drop20,80,1,0.6000
drop20,80,2,0.7917
drop20,80,3,0.8421
drop20,80,4,0.7692
drop20,81,1,0.6000
drop20,81,2,0.7500
drop20,81,3,0.5455
drop20,81,4,0.6522
drop20,82,1,0.6000
drop20,82,2,0.7000
drop20,82,3,0.8636
drop20,82,4,0.5172
drop20,83,1,0.5500
drop20,83,2,1.0000
drop20,83,3,0.9474
drop20,83,4,0.5806
drop20,84,1,0.5000
drop20,84,2,0.6667
drop20,84,3,0.8095
drop20,84,4,0.6667
drop20,85,1,0.6000
drop20,85,2,0.9000
drop20,85,3,0.4615
drop20,85,4,0.6522
drop20,86,1,1.0000
drop20,86,2,1.0000
drop20,86,3,0.8421
drop20,86,4,1.0000
drop20,87,1,0.5455
drop20,87,2,0.6667
drop20,87,3,0.7368
drop20,87,4,0.5517
drop20,88,1,0.5500
drop20,88,2,0.9000
drop20,88,3,0.7619
drop20,88,4,0.6667
drop20,89,1,0.6000
drop20,89,2,0.7000
drop20,89,3,0.8571
drop20,89,4,0.6957
drop20,90,1,0.6000
drop20,90,2,0.6500
drop20,90,3,1.0000
drop20,90,4,0.6667
drop20,91,1,0.6000
drop20,91,2,0.9524
drop20,91,3,0.8947
drop20,91,4,0.5806
drop20,92,1,0.5500
drop20,92,2,0.8333
drop20,92,3,1.0000
drop20,92,4,0.5333
drop20,93,1,0.5000
drop20,93,2,0.7500
drop20,93,3,0.4800
drop20,93,4,0.6522
drop20,94,1,1.0000
drop20,94,2,0.8333
drop20,94,3,1.0000
drop20,94,4,1.0000
drop20,95,1,0.8500
drop20,95,2,0.7000
drop20,95,3,0.5000
drop20,95,4,0.6522
drop20,96,1,0.6000
drop20,96,2,0.8500
drop20,96,3,0.7273
drop20,96,4,0.5517
drop20,97,1,0.8500
drop20,97,2,0.6667
drop20,97,3,0.8947
drop20,97,4,0.5517
drop20,98,1,0.6000
drop20,98,2,0.7000
drop20,98,3,0.4615
drop20,98,4,0.5172
drop20,99,1,0.4348
drop20,99,2,0.6500
drop20,99,3,0.7619
drop20,99,4,0.9583
drop20,100,1,0.6000
drop20,100,2,0.8000
drop20,100,3,0.7368
drop20,100,4,0.5806
drop20,101,1,0.5500
drop20,101,2,0.6364
drop20,101,3,0.7895
drop20,101,4,0.5000
drop20,102,1,0.5500
drop20,102,2,0.6500
drop20,102,3,0.4000
drop20,102,4,0.6522
drop20,103,1,0.6000
drop20,103,2,0.7000
drop20,103,3,0.6522
drop20,103,4,0.6087
drop20,104,1,0.6000
drop20,104,2,0.6364
drop20,104,3,1.0000
drop20,104,4,0.5333
drop20,105,1,0.5000
drop20,105,2,0.7917
drop20,105,3,0.8421
drop20,105,4,0.6957
drop20,106,1,0.6000
drop20,106,2,0.7000
drop20,106,3,0.5000
drop20,106,4,0.8261
drop20,107,1,0.6000
drop20,107,2,0.6364
drop20,107,3,1.0000
drop20,107,4,0.5333
drop20,108,1,0.6000
drop20,108,2,0.6500
drop20,108,3,0.5217
drop20,108,4,0.6522
drop20,109,1,0.8000
drop20,109,2,0.6667
drop20,109,3,0.8947
drop20,109,4,0.6087
drop20,110,1,0.6000
drop20,110,2,0.6500
drop20,110,3,0.7143
drop20,110,4,0.8261
drop20,111,1,0.8500
drop20,111,2,0.9524
drop20,111,3,0.8947
drop20,111,4,0.5517
drop20,112,1,0.5500
drop20,112,2,0.9000
drop20,112,3,0.7895
drop20,112,4,0.6154
drop20,113,1,0.6000
drop20,113,2,0.8696
drop20,113,3,0.8636
drop20,113,4,0.5517
drop20,114,1,0.5500
drop20,114,2,0.7000
drop20,114,3,1.0000
drop20,114,4,0.5556
drop20,115,1,0.6000
drop20,115,2,0.6667
drop20,115,3,0.8182
drop20,115,4,0.6667
drop20,116,1,0.5500
drop20,116,2,0.7000
drop20,116,3,0.6316
drop20,116,4,0.5517
drop20,117,1,0.6000
drop20,117,2,0.7500
drop20,117,3,0.4615
drop20,117,4,0.8261
drop20,118,1,0.5500
drop20,118,2,0.7000
drop20,118,3,0.7619
drop20,118,4,0.4828
drop20,119,1,0.6000
drop20,119,2,0.7000
drop20,119,3,0.7619
drop20,119,4,0.6667
drop20,120,1,0.8500
drop20,120,2,0.7391
drop20,120,3,0.5000
drop20,120,4,0.6087
drop20,121,1,0.4074
drop20,121,2,0.5909
drop20,121,3,0.7500
drop20,121,4,0.9583
drop20,122,1,0.7500
drop20,122,2,0.7000
drop20,122,3,0.5000
drop20,122,4,0.5652
drop20,123,1,0.6000
drop20,123,2,0.7000
drop20,123,3,0.9048
drop20,123,4,0.5333
drop20,124,1,0.6000
drop20,124,2,0.7000
drop20,124,3,0.8421
drop20,124,4,0.6087
drop20,125,1,0.6000
drop20,125,2,0.8000
drop20,125,3,0.9474
drop20,125,4,0.7200
drop20,126,1,0.5000
drop20,126,2,0.7917
drop20,126,3,1.0000
drop20,126,4,0.5517
drop20,127,1,0.5500
drop20,127,2,0.5938
drop20,127,3,0.3182
drop20,127,4,0.5333
drop20,128,1,0.8500
drop20,128,2,0.6667
drop20,128,3,0.8182
drop20,128,4,0.5517
drop20,129,1,0.5500
drop20,129,2,0.7000
drop20,129,3,0.9500
drop20,129,4,0.6400
drop20,130,1,1.0000
drop20,130,2,0.7000
drop20,130,3,0.7619
drop20,130,4,1.0000
drop20,131,1,0.8500
drop20,131,2,0.7000
drop20,131,3,1.0000
drop20,131,4,0.5333
drop20,132,1,0.6000
drop20,132,2,0.7000
drop20,132,3,0.5455
drop20,132,4,0.5652
drop20,133,1,0.8000
drop20,133,2,0.6667
drop20,133,3,0.7826
drop20,133,4,0.5517
drop20,134,1,0.6000
drop20,134,2,0.6667
drop20,134,3,0.7368
drop20,134,4,0.5517
drop20,135,1,1.0000
drop20,135,2,0.7000
drop20,135,3,0.8421
drop20,135,4,1.0000
drop20,136,1,0.6000
drop20,136,2,0.7000
drop20,136,3,0.5000
drop20,136,4,0.6522
drop20,137,1,0.6000
drop20,137,2,1.0000
drop20,137,3,0.9474
drop20,137,4,0.4375
drop20,138,1,0.6000
drop20,138,2,1.0000
drop20,138,3,0.9474
drop20,138,4,0.6957
drop20,139,1,0.6000
drop20,139,2,0.9500
drop20,139,3,0.5000
drop20,139,4,0.5652
drop20,140,1,0.6000
drop20,140,2,0.8696
drop20,140,3,1.0000
drop20,140,4,0.5769
drop20,141,1,0.6000
drop20,141,2,0.7000
drop20,141,3,0.7619
drop20,141,4,0.5517
drop20,142,1,0.5500
drop20,142,2,0.8000
drop20,142,3,0.9474
drop20,142,4,0.6522
drop20,143,1,0.6000
drop20,143,2,0.6667
drop20,143,3,0.8095
drop20,143,4,0.5000
drop20,144,1,0.8500
drop20,144,2,0.8000
drop20,144,3,0.9474
drop20,144,4,0.5806
drop20,145,1,0.6000
drop20,145,2,0.7000
drop20,145,3,0.8421
drop20,145,4,0.6667
drop20,146,1,0.6000
drop20,146,2,0.7000
drop20,146,3,0.5217
drop20,146,4,0.6522
drop20,147,1,0.6000
drop20,147,2,0.7000
drop20,147,3,0.7619
drop20,147,4,0.7500
drop20,148,1,0.6000
drop20,148,2,1.0000
drop20,148,3,1.0000
drop20,148,4,0.6087
drop20,149,1,0.6000
drop20,149,2,0.7000
drop20,149,3,0.5217
drop20,149,4,0.8261
drop20,150,1,0.5500
drop20,150,2,0.7000
drop20,150,3,0.5000
drop20,150,4,0.5652
drop20,151,1,0.5500
drop20,151,2,0.9000
drop20,151,3,0.4444
drop20,151,4,0.6087
drop20,152,1,0.6000
drop20,152,2,0.8696
drop20,152,3,0.7619
drop20,152,4,0.5517
drop20,153,1,0.6000
drop20,153,2,0.6667
drop20,153,3,0.7368
drop20,153,4,0.6250
drop20,154,1,0.4500
drop20,154,2,0.7000
drop20,154,3,0.6818
drop20,154,4,0.5172
drop20,155,1,0.5500
drop20,155,2,0.8000
drop20,155,3,0.7895
drop20,155,4,0.8333
drop20,156,1,0.6000
drop20,156,2,0.7000
drop20,156,3,0.8421
drop20,156,4,0.6667
drop20,157,1,0.6000
drop20,157,2,0.7000
drop20,157,3,0.7895
drop20,157,4,0.6667
drop20,158,1,0.5500
drop20,158,2,0.7000
drop20,158,3,0.7143
drop20,158,4,0.6087
drop20,159,1,0.6000
drop20,159,2,1.0000
drop20,159,3,0.9474
drop20,159,4,0.6538
drop20,160,1,0.6000
drop20,160,2,0.9000
drop20,160,3,0.9474
drop20,160,4,0.5769
drop20,161,1,0.8000
drop20,161,2,0.7000
drop20,161,3,0.9474
drop20,161,4,0.6667
drop20,162,1,0.6000
drop20,162,2,0.7000
drop20,162,3,0.5714
drop20,162,4,0.4483
drop20,163,1,0.4583
drop20,163,2,0.6667
drop20,163,3,0.8947
drop20,163,4,0.9200
drop20,164,1,0.6000
drop20,164,2,0.7000
drop20,164,3,0.5217
drop20,164,4,0.5652
drop20,165,1,0.8500
drop20,165,2,0.7000
drop20,165,3,0.8636
drop20,165,4,0.6667
drop20,166,1,0.6000
drop20,166,2,0.8696
drop20,166,3,0.5714
drop20,166,4,0.6087
drop20,167,1,0.6000
drop20,167,2,0.7500
drop20,167,3,0.4800
drop20,167,4,0.6087
drop20,168,1,0.5500
drop20,168,2,0.8000
drop20,168,3,0.9474
drop20,168,4,0.6522
drop20,169,1,0.5500
drop20,169,2,0.4000
drop20,169,3,0.3871
drop20,169,4,0.6522
drop20,170,1,0.5500
drop20,170,2,0.6667
drop20,170,3,0.8947
drop20,170,4,0.6667
drop20,171,1,0.6000
drop20,171,2,0.6500
drop20,171,3,0.7143
drop20,171,4,0.4062
drop20,172,1,0.7059
drop20,172,2,0.7000
drop20,172,3,0.8636
drop20,172,4,0.9583
drop20,173,1,0.4167
drop20,173,2,0.6667
drop20,173,3,0.8947
drop20,173,4,1.0000
drop20,174,1,1.0000
drop20,174,2,0.7000
drop20,174,3,0.7619
drop20,174,4,0.7917
drop20,175,1,0.6000
drop20,175,2,0.9524
drop20,175,3,0.9474
drop20,175,4,0.6667
drop20,176,1,0.6000
drop20,176,2,0.7000
drop20,176,3,0.8421
drop20,176,4,0.6522
drop20,177,1,0.6000
drop20,177,2,0.7000
drop20,177,3,0.9474
drop20,177,4,0.6667
drop20,178,1,0.6000
drop20,178,2,0.7000
drop20,178,3,0.5000
drop20,178,4,0.6087
drop20,179,1,0.8000
drop20,179,2,0.6500
drop20,179,3,0.5217
drop20,179,4,0.4242
drop20,180,1,0.8500
drop20,180,2,0.5714
drop20,180,3,0.7727
drop20,180,4,0.5926
drop20,181,1,0.6000
drop20,181,2,0.7000
drop20,181,3,0.6316
drop20,181,4,0.5556
drop20,182,1,0.5500
drop20,182,2,0.7917
drop20,182,3,1.0000
drop20,182,4,0.6250
drop20,183,1,0.6000
drop20,183,2,0.7000
drop20,183,3,0.8421
drop20,183,4,0.5172
drop20,184,1,0.6000
drop20,184,2,0.7000
drop20,184,3,0.9474
drop20,184,4,0.5000
drop20,185,1,0.7059
drop20,185,2,0.6364
drop20,185,3,0.7143
drop20,185,4,0.9583
drop20,186,1,0.6000
drop20,186,2,0.7000
drop20,186,3,0.6522
drop20,186,4,0.6087
drop20,187,1,0.8500
drop20,187,2,0.7000
drop20,187,3,0.7619
drop20,187,4,0.5517
drop20,188,1,0.7059
drop20,188,2,0.6190
drop20,188,3,0.7895
drop20,188,4,0.9583
drop20,189,1,0.9412
drop20,189,2,0.7000
drop20,189,3,0.7273
drop20,189,4,0.9565
drop20,190,1,0.6000
drop20,190,2,0.8261
drop20,190,3,0.5217
drop20,190,4,0.6522
drop20,191,1,0.6000
drop20,191,2,0.8696
drop20,191,3,0.5217
drop20,191,4,0.6522
drop20,192,1,0.6000
drop20,192,2,0.6190
drop20,192,3,0.3793
drop20,192,4,0.6957
drop20,193,1,0.5000
drop20,193,2,0.9000
drop20,193,3,0.7143
drop20,193,4,0.5333
drop20,194,1,1.0000
drop20,194,2,0.7000
drop20,194,3,0.8421
drop20,194,4,0.7917
drop20,195,1,0.8500
drop20,195,2,0.6500
drop20,195,3,0.7500
drop20,195,4,0.6129
drop20,196,1,0.6000
drop20,196,2,0.7000
drop20,196,3,0.5455
drop20,196,4,0.4828
drop20,197,1,0.8000
drop20,197,2,0.6364
drop20,197,3,0.7273
drop20,197,4,0.5000
drop20,198,1,0.6000
drop20,198,2,1.0000
drop20,198,3,0.8421
drop20,198,4,0.6522
drop20,199,1,0.8000
drop20,199,2,0.8333
drop20,199,3,0.7143
drop20,199,4,0.5652
loso,0,1,0.6000
loso,0,2,0.6667
loso,0,3,0.8947
loso,0,4,0.5517
loso,1,1,0.8500
loso,1,2,0.6667
loso,1,3,0.8947
loso,1,4,0.5517
loso,2,1,0.6000
loso,2,2,0.9000
loso,2,3,0.9474
loso,2,4,0.5517
loso,3,1,0.6000
loso,3,2,0.6667
loso,3,3,0.8947
loso,3,4,0.5517
loso,4,1,0.6000
loso,4,2,0.7000
loso,4,3,0.5000
loso,4,4,0.6087
loso,5,1,0.8500
loso,5,2,0.6667
loso,5,3,0.8947
loso,5,4,0.5517
loso,6,1,0.8500
loso,6,2,0.6667
loso,6,3,0.8947
loso,6,4,0.5517
loso,7,1,0.8500
loso,7,2,0.6667
loso,7,3,0.8947
loso,7,4,0.5517
loso,8,1,0.8500
loso,8,2,0.6667
loso,8,3,0.8947
loso,8,4,0.5517
loso,9,1,0.8095
loso,9,2,0.6667
loso,9,3,0.8947
loso,9,4,0.5172
loso,10,1,0.6000
loso,10,2,0.7000
loso,10,3,0.8421
loso,10,4,0.5517
loso,11,1,0.6000
loso,11,2,0.6667
loso,11,3,0.8947
loso,11,4,0.5517
loso,12,1,0.8500
loso,12,2,0.6667
loso,12,3,0.8947
loso,12,4,0.5517
loso,13,1,0.6000
loso,13,2,0.6667
loso,13,3,0.9474
loso,13,4,0.5517
loso,14,1,0.8500
loso,14,2,0.6667
loso,14,3,0.8947
loso,14,4,0.5517
loso,15,1,0.8500
loso,15,2,0.6667
loso,15,3,0.8947
loso,15,4,0.5517
loso,16,1,0.8500
loso,16,2,0.6667
loso,16,3,0.8947
loso,16,4,0.5517
loso,17,1,1.0000
loso,17,2,0.6667
loso,17,3,0.8947
loso,17,4,0.5517
loso,18,1,0.6000
loso,18,2,0.6667
loso,18,3,0.8947
loso,18,4,0.6154
loso,19,1,0.8500
loso,19,2,0.6667
loso,19,3,0.8947
loso,19,4,0.6154
loso,20,1,0.8500
loso,20,2,0.6667
loso,20,3,0.8947
loso,20,4,0.5517
loso,21,1,0.8500
loso,21,2,0.6667
loso,21,3,0.8947
loso,21,4,0.5517
loso,22,1,0.8500
loso,22,2,0.6667
loso,22,3,0.8947
loso,22,4,0.5517
loso,23,1,0.6000
loso,23,2,0.6667
loso,23,3,0.8947
loso,23,4,0.6667
loso,24,1,0.8500
loso,24,2,0.6667
loso,24,3,0.8947
loso,24,4,0.5517
loso,25,1,0.8500
loso,25,2,0.6667
loso,25,3,0.8947
loso,25,4,0.5517
loso,26,1,0.8500
loso,26,2,0.6667
loso,26,3,0.8947
loso,26,4,0.5517
loso,27,1,1.0000
loso,27,2,0.5714
loso,27,3,0.7368
loso,27,4,0.8462
loso,28,1,0.8500
loso,28,2,0.6667
loso,28,3,0.8947
loso,28,4,0.5517
loso,29,1,0.8500
loso,29,2,0.6667
loso,29,3,0.8947
loso,29,4,0.5517
loso,30,1,0.8500
loso,30,2,0.9048
loso,30,3,0.8947
loso,30,4,0.5517
loso,31,1,0.6000
loso,31,2,0.6667
loso,31,3,0.3793
loso,31,4,0.5517
loso,32,1,0.6000
loso,32,2,0.6667
loso,32,3,0.8947
loso,32,4,0.5000
loso,33,1,0.8500
loso,33,2,0.6667
loso,33,3,0.8947
loso,33,4,0.5517
loso,34,1,0.6000
loso,34,2,0.5714
loso,34,3,0.3793
loso,34,4,0.5517
loso,35,1,0.6000
loso,35,2,0.6667
loso,35,3,0.8947
loso,35,4,0.5517
loso,36,1,0.8500
loso,36,2,0.6667
loso,36,3,0.8947
loso,36,4,0.5517
loso,37,1,0.8500
loso,37,2,0.6667
loso,37,3,0.8947
loso,37,4,0.5517
loso,38,1,0.8500
loso,38,2,0.6667
loso,38,3,0.8947
loso,38,4,0.5517
loso,39,1,0.6000
loso,39,2,0.6500
loso,39,3,0.9474
loso,39,4,0.5517
loso,40,1,0.8500
loso,40,2,0.6667
loso,40,3,0.8947
loso,40,4,0.5517
loso,41,1,0.6000
loso,41,2,0.7000
loso,41,3,0.4444
loso,41,4,0.4375
loso,42,1,0.8500
loso,42,2,0.6667
loso,42,3,0.8947
loso,42,4,0.5517
loso,43,1,0.8500
loso,43,2,0.6667
loso,43,3,0.8947
loso,43,4,0.5517
loso,44,1,0.6000
loso,44,2,0.6667
loso,44,3,0.8947
loso,44,4,0.5517
loso,45,1,0.8500
loso,45,2,0.6667
loso,45,3,0.8947
loso,45,4,0.5517
loso,46,1,0.8500
loso,46,2,0.6667
loso,46,3,0.8947
loso,46,4,0.5517
loso,47,1,0.8500
loso,47,2,0.6667
loso,47,3,0.8947
loso,47,4,0.5517
loso,48,1,0.8500
loso,48,2,0.6667
loso,48,3,0.8947
loso,48,4,0.5517
loso,49,1,0.8500
loso,49,2,0.6667
loso,49,3,0.8947
loso,49,4,0.5517
loso,50,1,0.6000
loso,50,2,0.6667
loso,50,3,0.8947
loso,50,4,0.5517
loso,51,1,0.8500
loso,51,2,0.6667
loso,51,3,0.8947
loso,51,4,0.5517
loso,52,1,0.8500
loso,52,2,0.6667
loso,52,3,0.8947
loso,52,4,0.5517
loso,53,1,0.6000
loso,53,2,0.6667
loso,53,3,0.8947
loso,53,4,0.5000
loso,54,1,0.8500
loso,54,2,0.6667
loso,54,3,0.8947
loso,54,4,0.5517
loso,55,1,0.8500
loso,55,2,0.6667
loso,55,3,0.8947
loso,55,4,0.5517
loso,56,1,0.5714
loso,56,2,0.5714
loso,56,3,0.7368
loso,56,4,0.7308
loso,57,1,0.8500
loso,57,2,0.6667
loso,57,3,0.8947
loso,57,4,0.5517
loso,58,1,0.8500
loso,58,2,0.6667
loso,58,3,0.8947
loso,58,4,0.5517
loso,59,1,0.8500
loso,59,2,0.6667
loso,59,3,0.8947
loso,59,4,0.5517
loso,60,1,0.6000
loso,60,2,0.6667
loso,60,3,0.8947
loso,60,4,0.5517
loso,61,1,0.8095
loso,61,2,0.6667
loso,61,3,0.8421
loso,61,4,0.5517
loso,62,1,0.8500
loso,62,2,0.6667
loso,62,3,0.8947
loso,62,4,0.5517
loso,63,1,0.6000
loso,63,2,0.6667
loso,63,3,0.8947
loso,63,4,0.5517
loso,64,1,0.8500
loso,64,2,0.6667
loso,64,3,0.8947
loso,64,4,0.5517
loso,65,1,0.8500
loso,65,2,0.6667
loso,65,3,0.8947
loso,65,4,0.5517
loso,66,1,0.6000
loso,66,2,0.7000
loso,66,3,0.4138
loso,66,4,0.5517
loso,67,1,0.8500
loso,67,2,0.6667
loso,67,3,0.8947
loso,67,4,0.5517
loso,68,1,0.6000
loso,68,2,0.6667
loso,68,3,0.5789
loso,68,4,0.6667
loso,69,1,0.6000
loso,69,2,0.6667
loso,69,3,0.8947
loso,69,4,0.5517
loso,70,1,0.8500
loso,70,2,0.6667
loso,70,3,0.8947
loso,70,4,0.5517
loso,71,1,0.8500
loso,71,2,0.6667
loso,71,3,0.8947
loso,71,4,0.5517
loso,72,1,0.8500
loso,72,2,0.6667
loso,72,3,0.8947
loso,72,4,0.5517
loso,73,1,0.8500
loso,73,2,0.6667
loso,73,3,0.8947
loso,73,4,0.5517
loso,74,1,0.8500
loso,74,2,0.6667
loso,74,3,0.8947
loso,74,4,0.5517
loso,75,1,0.6000
loso,75,2,0.9524
loso,75,3,0.8947
loso,75,4,0.5517
loso,76,1,0.8500
loso,76,2,0.6667
loso,76,3,0.8947
loso,76,4,0.5517
loso,77,1,0.8500
loso,77,2,0.6667
loso,77,3,0.8947
loso,77,4,0.5517
loso,78,1,0.8500
loso,78,2,0.6667
loso,78,3,0.8947
loso,78,4,0.5517
loso,79,1,0.6000
loso,79,2,0.6667
loso,79,3,0.8947
loso,79,4,0.5517
loso,80,1,0.8500
loso,80,2,0.6667
loso,80,3,0.8947
loso,80,4,0.5517
loso,81,1,0.8500
loso,81,2,0.6667
loso,81,3,0.8421
loso,81,4,0.5333
loso,82,1,0.8500
loso,82,2,0.6667
loso,82,3,0.8947
loso,82,4,0.5517
loso,83,1,0.8500
loso,83,2,0.6667
loso,83,3,0.8947
loso,83,4,0.5517
loso,84,1,1.0000
loso,84,2,0.6667
loso,84,3,0.8947
loso,84,4,0.7917
loso,85,1,0.8500
loso,85,2,0.6667
loso,85,3,0.8947
loso,85,4,0.5517
loso,86,1,0.8500
loso,86,2,0.6667
loso,86,3,0.8947
loso,86,4,0.5517
loso,87,1,0.8500
loso,87,2,0.6667
loso,87,3,0.8947
loso,87,4,0.5517
loso,88,1,0.7059
loso,88,2,0.7000
loso,88,3,0.4615
loso,88,4,0.6923
loso,89,1,0.8500
loso,89,2,0.6667
loso,89,3,0.8947
loso,89,4,0.5517
loso,90,1,0.8095
loso,90,2,0.6667
loso,90,3,0.8947
loso,90,4,0.5172
loso,91,1,0.8500
loso,91,2,0.6667
loso,91,3,0.8947
loso,91,4,0.5517
loso,92,1,0.8500
loso,92,2,0.6667
loso,92,3,0.8947
loso,92,4,0.5517
loso,93,1,0.8500
loso,93,2,0.6667
loso,93,3,0.8947
loso,93,4,0.5517
loso,94,1,0.6000
loso,94,2,0.6667
loso,94,3,0.8947
loso,94,4,0.5517
loso,95,1,0.8500
loso,95,2,0.6667
loso,95,3,0.8947
loso,95,4,0.5517
loso,96,1,0.8500
loso,96,2,0.6667
loso,96,3,0.8947
loso,96,4,0.5517
loso,97,1,0.8500
loso,97,2,0.6667
loso,97,3,0.8947
loso,97,4,0.5517
loso,98,1,0.6000
loso,98,2,0.6667
loso,98,3,0.7727
loso,98,4,0.5517
loso,99,1,0.8500
loso,99,2,0.6667
loso,99,3,0.8947
loso,99,4,0.5517
loso,100,1,0.8500
loso,100,2,0.6667
loso,100,3,0.8947
loso,100,4,0.5517
loso,101,1,0.6000
loso,101,2,0.6667
loso,101,3,0.8947
loso,101,4,0.5161
loso,102,1,0.8500
loso,102,2,0.6667
loso,102,3,0.8947
loso,102,4,0.5517
loso,103,1,0.6000
loso,103,2,0.8000
loso,103,3,0.8947
loso,103,4,0.5517
loso,104,1,0.8500
loso,104,2,0.6667
loso,104,3,0.8947
loso,104,4,0.5517
loso,105,1,0.8500
loso,105,2,0.9524
loso,105,3,0.8947
loso,105,4,0.5517
loso,106,1,0.8500
loso,106,2,0.6667
loso,106,3,0.8947
loso,106,4,0.5517
loso,107,1,0.8500
loso,107,2,0.6667
loso,107,3,0.8947
loso,107,4,0.5517
loso,108,1,0.6000
loso,108,2,0.5500
loso,108,3,0.2632
loso,108,4,0.4444
loso,109,1,0.8500
loso,109,2,0.6667
loso,109,3,0.8947
loso,109,4,0.5517
loso,110,1,0.8500
loso,110,2,0.6667
loso,110,3,0.8947
loso,110,4,0.5517
loso,111,1,0.8500
loso,111,2,0.6667
loso,111,3,0.8947
loso,111,4,0.5517
loso,112,1,0.8500
loso,112,2,0.6667
loso,112,3,0.8947
loso,112,4,0.5517
loso,113,1,0.8500
loso,113,2,0.6667
loso,113,3,0.8947
loso,113,4,0.5517
loso,114,1,0.8500
loso,114,2,0.6667
loso,114,3,0.8947
loso,114,4,0.5517
loso,115,1,0.8500
loso,115,2,0.6667
loso,115,3,0.8947
loso,115,4,0.5517
loso,116,1,0.8500
loso,116,2,0.6667
loso,116,3,0.8947
loso,116,4,0.5517
loso,117,1,0.6000
loso,117,2,0.6667
loso,117,3,0.8947
loso,117,4,0.6400
loso,118,1,0.8500
loso,118,2,0.6667
loso,118,3,0.8947
loso,118,4,0.5517
loso,119,1,0.6000
loso,119,2,0.6667
loso,119,3,0.8947
loso,119,4,0.5517
loso,120,1,0.6000
loso,120,2,0.7000
loso,120,3,0.9474
loso,120,4,0.5517
loso,121,1,0.8500
loso,121,2,0.6667
loso,121,3,0.8947
loso,121,4,0.5517
loso,122,1,0.6000
loso,122,2,0.6667
loso,122,3,0.8947
loso,122,4,0.5517
loso,123,1,0.8500
loso,123,2,0.6667
loso,123,3,0.8947
loso,123,4,0.5517
loso,124,1,0.8500
loso,124,2,0.6667
loso,124,3,0.8947
loso,124,4,0.5517
loso,125,1,0.6000
loso,125,2,0.7000
loso,125,3,0.4138
loso,125,4,0.5517
loso,126,1,0.8500
loso,126,2,0.6667
loso,126,3,0.8947
loso,126,4,0.5517
loso,127,1,0.8500
loso,127,2,0.6667
loso,127,3,0.8947
loso,127,4,0.5517
loso,128,1,1.0000
loso,128,2,0.6667
loso,128,3,0.8947
loso,128,4,0.5517
loso,129,1,0.8500
loso,129,2,0.6667
loso,129,3,0.8947
loso,129,4,0.5517
loso,130,1,0.8500
loso,130,2,0.6667
loso,130,3,0.8947
loso,130,4,0.5517
loso,131,1,0.8500
loso,131,2,0.6667
loso,131,3,0.8947
loso,131,4,0.5517
loso,132,1,0.8500
loso,132,2,0.6667
loso,132,3,0.8947
loso,132,4,0.5517
loso,133,1,0.8500
loso,133,2,0.6667
loso,133,3,0.7368
loso,133,4,0.5517
loso,134,1,0.8500
loso,134,2,0.6667
loso,134,3,0.8947
loso,134,4,0.5517
loso,135,1,0.6000
loso,135,2,0.6667
loso,135,3,0.3793
loso,135,4,0.7407
loso,136,1,0.6000
loso,136,2,0.6667
loso,136,3,0.3793
loso,136,4,0.6667
loso,137,1,0.8500
loso,137,2,0.6667
loso,137,3,0.8947
loso,137,4,0.5517
loso,138,1,0.6000
loso,138,2,0.6667
loso,138,3,0.8947
loso,138,4,0.5517
loso,139,1,0.8500
loso,139,2,0.6667
loso,139,3,0.8947
loso,139,4,0.5517
loso,140,1,0.8500
loso,140,2,0.6667
loso,140,3,0.8947
loso,140,4,0.5517
loso,141,1,0.6000
loso,141,2,0.6667
loso,141,3,0.8947
loso,141,4,0.5517
loso,142,1,0.8500
loso,142,2,0.6667
loso,142,3,0.8947
loso,142,4,0.5517
loso,143,1,0.6000
loso,143,2,0.4000
loso,143,3,0.3529
loso,143,4,0.5517
loso,144,1,0.8500
loso,144,2,0.6667
loso,144,3,0.8947
loso,144,4,0.5517
loso,145,1,0.8500
loso,145,2,0.6667
loso,145,3,0.8947
loso,145,4,0.5517
loso,146,1,0.8500
loso,146,2,0.6667
loso,146,3,0.8947
loso,146,4,0.5517
loso,147,1,0.7500
loso,147,2,0.6667
loso,147,3,0.8947
loso,147,4,0.5517
